Model Name,Input Size,imagenet-original,imagenet-real,imagenetv2-matched-frequency,sketch,imagenet-a,imagenet-a-clean,imagenet-r,imagenet-r-clean,url
vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,83.89,88.031,74.11,39.022,39.613,96.44,51.743,96.05,https://huggingface.co/timm/vit_base_patch16_rope_reg1_gap_256.sbb_in1k
vit_base_patch16_rpn_224.sw_in1k,224,82.216,87.51,70.84,34.727,24.733,95.39,47.027,94.83,https://huggingface.co/timm/vit_base_patch16_rpn_224.sw_in1k
vit_base_patch32_224.augreg_in1k,224,74.906,81.139,60.99,27.141,7.84,91.2,37.59,90.58,https://huggingface.co/timm/vit_base_patch32_224.augreg_in1k
vit_base_patch32_224.augreg_in21k_ft_in1k,224,80.736,85.96,69.35,37.108,22.24,95.01,49.37,94.4,https://huggingface.co/timm/vit_base_patch32_224.augreg_in21k_ft_in1k
vit_base_patch32_224.sam_in1k,224,73.706,80.221,60.0,23.054,4.307,89.75,36.59,89.88,https://huggingface.co/timm/vit_base_patch32_224.sam_in1k
vit_base_patch32_384.augreg_in1k,384,78.754,84.719,66.41,29.661,15.493,93.64,40.707,93.18,https://huggingface.co/timm/vit_base_patch32_384.augreg_in1k
vit_base_patch32_384.augreg_in21k_ft_in1k,384,83.352,87.896,72.66,38.828,36.52,96.5,53.403,95.91,https://huggingface.co/timm/vit_base_patch32_384.augreg_in21k_ft_in1k
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,224,83.306,87.805,72.53,45.739,30.72,96.12,57.03,95.25,https://huggingface.co/timm/vit_base_patch32_clip_224.laion2b_ft_in12k_in1k
vit_base_patch32_clip_224.laion2b_ft_in1k,224,82.63,87.563,71.37,49.079,23.067,95.55,59.017,94.78,https://huggingface.co/timm/vit_base_patch32_clip_224.laion2b_ft_in1k
vit_base_patch32_clip_224.openai_ft_in1k,224,81.946,87.185,70.73,45.031,22.747,95.12,55.84,94.44,https://huggingface.co/timm/vit_base_patch32_clip_224.openai_ft_in1k
vit_base_patch32_clip_384.laion2b_ft_in12k_in1k,384,85.41,89.218,75.32,47.95,48.493,97.37,60.3,96.61,https://huggingface.co/timm/vit_base_patch32_clip_384.laion2b_ft_in12k_in1k
vit_base_patch32_clip_384.openai_ft_in12k_in1k,384,85.226,89.06,74.26,46.218,42.573,97.1,58.57,96.4,https://huggingface.co/timm/vit_base_patch32_clip_384.openai_ft_in12k_in1k
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k,448,85.8,89.47,75.61,47.582,52.32,97.33,60.12,96.57,https://huggingface.co/timm/vit_base_patch32_clip_448.laion2b_ft_in12k_in1k
vit_base_patch8_224.augreg2_in21k_ft_in1k,224,86.228,89.733,76.83,47.499,62.24,97.74,62.417,96.94,https://huggingface.co/timm/vit_base_patch8_224.augreg2_in21k_ft_in1k
vit_base_patch8_224.augreg_in21k_ft_in1k,224,85.836,89.455,75.83,47.786,58.467,97.59,62.243,97.09,https://huggingface.co/timm/vit_base_patch8_224.augreg_in21k_ft_in1k
vit_base_r50_s16_384.orig_in21k_ft_in1k,384,84.994,88.806,75.42,43.532,54.347,97.18,54.387,96.48,https://huggingface.co/timm/vit_base_r50_s16_384.orig_in21k_ft_in1k
vit_betwixt_patch16_reg1_gap_256.sbb_in1k,256,83.644,87.909,73.26,37.657,35.64,96.23,50.017,95.67,https://huggingface.co/timm/vit_betwixt_patch16_reg1_gap_256.sbb_in1k
vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,85.728,89.282,76.41,44.462,52.0,97.23,58.977,96.61,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k
vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,85.424,89.069,75.6,43.613,49.68,97.33,57.5,96.55,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_256.sbb_in12k_ft_in1k
vit_betwixt_patch16_reg4_gap_256.sbb_in1k,256,83.708,88.112,73.42,37.47,36.56,96.09,50.38,95.57,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_256.sbb_in1k
vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,86.602,89.852,77.36,45.725,65.36,97.77,61.183,97.13,https://huggingface.co/timm/vit_betwixt_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,83.91,88.251,73.81,39.081,37.627,96.36,51.013,95.8,https://huggingface.co/timm/vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k
vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k,224,88.278,90.444,79.27,65.309,70.893,98.29,82.963,97.35,https://huggingface.co/timm/vit_huge_patch14_clip_224.laion2b_ft_in12k_in1k
vit_huge_patch14_clip_224.laion2b_ft_in1k,224,87.624,90.185,79.49,67.437,65.667,98.03,83.273,97.11,https://huggingface.co/timm/vit_huge_patch14_clip_224.laion2b_ft_in1k
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,336,88.628,90.501,79.51,65.289,74.227,98.43,83.063,97.62,https://huggingface.co/timm/vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,224,87.898,90.317,78.51,62.062,66.84,98.08,78.293,97.39,https://huggingface.co/timm/vit_large_patch14_clip_224.laion2b_ft_in12k_in1k
vit_large_patch14_clip_224.laion2b_ft_in1k,224,87.298,90.11,78.41,64.827,60.04,97.91,81.697,97.03,https://huggingface.co/timm/vit_large_patch14_clip_224.laion2b_ft_in1k
vit_large_patch14_clip_224.openai_ft_in12k_in1k,224,88.162,90.345,79.15,61.396,72.173,98.23,78.73,97.64,https://huggingface.co/timm/vit_large_patch14_clip_224.openai_ft_in12k_in1k
vit_large_patch14_clip_224.openai_ft_in1k,224,87.86,90.313,79.66,62.642,71.827,98.16,82.397,97.45,https://huggingface.co/timm/vit_large_patch14_clip_224.openai_ft_in1k
vit_large_patch14_clip_336.laion2b_ft_in12k_in1k,336,88.192,90.435,78.86,61.664,71.427,98.33,78.497,97.46,https://huggingface.co/timm/vit_large_patch14_clip_336.laion2b_ft_in12k_in1k
vit_large_patch14_clip_336.laion2b_ft_in1k,336,87.866,90.337,79.25,65.747,67.067,98.23,83.65,97.24,https://huggingface.co/timm/vit_large_patch14_clip_336.laion2b_ft_in1k
vit_large_patch14_clip_336.openai_ft_in12k_in1k,336,88.264,90.542,80.48,64.059,77.147,98.27,83.973,97.62,https://huggingface.co/timm/vit_large_patch14_clip_336.openai_ft_in12k_in1k
vit_large_patch16_224.augreg_in21k_ft_in1k,224,85.85,89.314,76.18,51.831,55.293,97.64,64.367,96.72,https://huggingface.co/timm/vit_large_patch16_224.augreg_in21k_ft_in1k
vit_large_patch16_384.augreg_in21k_ft_in1k,384,87.094,90.219,77.81,52.799,71.067,98.25,67.123,97.43,https://huggingface.co/timm/vit_large_patch16_384.augreg_in21k_ft_in1k
vit_large_patch32_384.orig_in21k_ft_in1k,384,81.506,85.904,70.89,34.709,38.84,95.84,48.363,95.25,https://huggingface.co/timm/vit_large_patch32_384.orig_in21k_ft_in1k
vit_large_r50_s32_224.augreg_in21k_ft_in1k,224,84.432,88.428,74.26,48.211,41.613,96.79,58.693,96.22,https://huggingface.co/timm/vit_large_r50_s32_224.augreg_in21k_ft_in1k
vit_large_r50_s32_384.augreg_in21k_ft_in1k,384,86.184,89.784,76.9,52.039,61.187,97.85,64.18,96.96,https://huggingface.co/timm/vit_large_r50_s32_384.augreg_in21k_ft_in1k
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,83.802,88.434,74.12,38.47,39.693,96.34,50.7,95.85,https://huggingface.co/timm/vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k
vit_little_patch16_reg4_gap_256.sbb_in1k,256,82.514,87.847,71.88,36.375,28.787,95.74,47.743,95.33,https://huggingface.co/timm/vit_little_patch16_reg4_gap_256.sbb_in1k
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,84.45,88.635,74.56,40.29,42.413,96.67,53.597,96.0,https://huggingface.co/timm/vit_medium_patch16_gap_256.sw_in12k_ft_in1k
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,384,85.554,89.372,75.71,41.907,53.84,97.45,55.73,96.5,https://huggingface.co/timm/vit_medium_patch16_gap_384.sw_in12k_ft_in1k
vit_medium_patch16_reg1_gap_256.sbb_in1k,256,83.458,88.02,73.02,36.318,34.573,96.35,48.953,95.91,https://huggingface.co/timm/vit_medium_patch16_reg1_gap_256.sbb_in1k
vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,84.944,89.056,75.29,42.728,46.133,97.17,55.97,96.49,https://huggingface.co/timm/vit_medium_patch16_reg4_gap_256.sbb_in12k_ft_in1k
vit_medium_patch16_reg4_gap_256.sbb_in1k,256,83.468,88.157,73.17,37.146,34.04,96.39,50.057,95.79,https://huggingface.co/timm/vit_medium_patch16_reg4_gap_256.sbb_in1k
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,83.812,88.189,73.77,38.543,36.947,96.42,51.353,95.89,https://huggingface.co/timm/vit_medium_patch16_rope_reg1_gap_256.sbb_in1k
vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k,256,86.604,89.997,77.14,49.543,60.867,97.71,63.297,97.13,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_256.sbb2_e200_in12k_ft_in1k
vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k,256,86.208,89.788,77.19,48.014,58.027,97.63,61.487,96.8,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_256.sbb_in12k_ft_in1k
vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,384,87.436,90.428,78.16,50.095,70.627,98.16,65.25,97.41,https://huggingface.co/timm/vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,84.322,88.332,74.55,39.796,41.427,96.62,52.33,96.13,https://huggingface.co/timm/vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k
vit_pwee_patch16_reg1_gap_256.sbb_in1k,256,80.078,86.295,69.42,31.219,20.56,94.64,43.84,94.39,https://huggingface.co/timm/vit_pwee_patch16_reg1_gap_256.sbb_in1k
vit_relpos_base_patch16_224.sw_in1k,224,82.476,87.471,71.62,34.624,26.787,95.59,47.893,95.18,https://huggingface.co/timm/vit_relpos_base_patch16_224.sw_in1k
vit_relpos_base_patch16_clsgap_224.sw_in1k,224,82.762,87.476,71.67,34.717,29.36,95.77,47.733,95.26,https://huggingface.co/timm/vit_relpos_base_patch16_clsgap_224.sw_in1k
vit_relpos_base_patch32_plus_rpn_256.sw_in1k,256,79.496,84.596,67.21,30.221,15.027,93.75,43.147,93.17,https://huggingface.co/timm/vit_relpos_base_patch32_plus_rpn_256.sw_in1k
vit_relpos_medium_patch16_224.sw_in1k,224,82.466,87.138,71.22,33.504,28.48,95.47,45.943,95.2,https://huggingface.co/timm/vit_relpos_medium_patch16_224.sw_in1k
vit_relpos_medium_patch16_cls_224.sw_in1k,224,82.572,87.363,72.11,35.727,28.733,95.49,47.637,95.28,https://huggingface.co/timm/vit_relpos_medium_patch16_cls_224.sw_in1k
vit_relpos_medium_patch16_rpn_224.sw_in1k,224,82.308,87.256,71.05,33.103,25.267,95.52,45.723,95.09,https://huggingface.co/timm/vit_relpos_medium_patch16_rpn_224.sw_in1k
vit_relpos_small_patch16_224.sw_in1k,224,81.476,86.903,70.49,31.775,23.907,95.19,44.54,94.68,https://huggingface.co/timm/vit_relpos_small_patch16_224.sw_in1k
vit_small_patch16_224.augreg_in1k,224,78.842,84.51,66.57,25.956,13.067,93.9,37.13,93.46,https://huggingface.co/timm/vit_small_patch16_224.augreg_in1k
vit_small_patch16_224.augreg_in21k_ft_in1k,224,81.414,86.859,70.66,32.895,26.813,95.41,46.027,94.91,https://huggingface.co/timm/vit_small_patch16_224.augreg_in21k_ft_in1k
vit_small_patch16_384.augreg_in1k,384,81.134,86.498,69.17,27.348,25.413,95.29,39.523,94.65,https://huggingface.co/timm/vit_small_patch16_384.augreg_in1k
vit_small_patch16_384.augreg_in21k_ft_in1k,384,83.804,88.641,73.16,35.511,45.36,96.7,50.16,96.0,https://huggingface.co/timm/vit_small_patch16_384.augreg_in21k_ft_in1k
vit_small_patch32_224.augreg_in21k_ft_in1k,224,75.996,82.503,63.91,26.171,11.587,92.08,39.757,92.25,https://huggingface.co/timm/vit_small_patch32_224.augreg_in21k_ft_in1k
vit_small_patch32_384.augreg_in21k_ft_in1k,384,80.482,86.306,68.93,28.926,23.56,95.07,43.187,94.57,https://huggingface.co/timm/vit_small_patch32_384.augreg_in21k_ft_in1k
vit_small_r26_s32_224.augreg_in21k_ft_in1k,224,81.844,86.859,70.56,37.25,23.933,95.64,48.423,95.14,https://huggingface.co/timm/vit_small_r26_s32_224.augreg_in21k_ft_in1k
vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,84.074,88.834,73.91,40.474,45.227,96.68,54.097,96.08,https://huggingface.co/timm/vit_small_r26_s32_384.augreg_in21k_ft_in1k
vit_srelpos_medium_patch16_224.sw_in1k,224,82.25,87.172,70.89,33.38,24.987,95.24,45.693,94.95,https://huggingface.co/timm/vit_srelpos_medium_patch16_224.sw_in1k
vit_srelpos_small_patch16_224.sw_in1k,224,81.108,86.711,70.16,31.282,22.36,95.07,44.133,94.58,https://huggingface.co/timm/vit_srelpos_small_patch16_224.sw_in1k
vit_tiny_patch16_224.augreg_in21k_ft_in1k,224,75.452,82.055,63.14,20.462,9.053,91.77,32.14,91.95,https://huggingface.co/timm/vit_tiny_patch16_224.augreg_in21k_ft_in1k
vit_tiny_patch16_384.augreg_in21k_ft_in1k,384,78.446,84.828,66.39,21.712,17.547,93.63,33.557,93.5,https://huggingface.co/timm/vit_tiny_patch16_384.augreg_in21k_ft_in1k
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,224,71.82,79.025,58.93,19.356,4.973,89.23,30.87,89.41,https://huggingface.co/timm/vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k,384,75.962,82.674,63.19,21.938,10.933,92.05,33.667,91.71,https://huggingface.co/timm/vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k
vit_wee_patch16_reg1_gap_256.sbb_in1k,256,80.268,86.746,69.5,31.854,21.413,94.79,43.903,94.46,https://huggingface.co/timm/vit_wee_patch16_reg1_gap_256.sbb_in1k
volo_d1_224.sail_in1k,224,84.152,88.9,74.1,36.902,38.693,96.32,48.983,96.03,https://huggingface.co/timm/volo_d1_224.sail_in1k
volo_d1_384.sail_in1k,384,85.266,89.711,75.7,37.11,53.907,96.93,50.44,96.49,https://huggingface.co/timm/volo_d1_384.sail_in1k
volo_d2_224.sail_in1k,224,85.202,89.329,75.47,36.625,45.893,96.99,49.777,96.42,https://huggingface.co/timm/volo_d2_224.sail_in1k
volo_d2_384.sail_in1k,384,86.058,89.786,76.24,36.424,58.427,97.32,50.8,96.74,https://huggingface.co/timm/volo_d2_384.sail_in1k
volo_d3_224.sail_in1k,224,85.442,89.592,75.69,39.484,50.0,97.11,52.677,96.46,https://huggingface.co/timm/volo_d3_224.sail_in1k
volo_d3_448.sail_in1k,448,86.512,90.177,77.19,39.704,65.52,97.55,53.937,97.04,https://huggingface.co/timm/volo_d3_448.sail_in1k
volo_d4_224.sail_in1k,224,85.872,89.799,76.13,42.308,52.867,97.3,54.713,96.78,https://huggingface.co/timm/volo_d4_224.sail_in1k
volo_d4_448.sail_in1k,448,86.79,90.512,77.75,43.125,66.293,97.68,57.273,97.07,https://huggingface.co/timm/volo_d4_448.sail_in1k
volo_d5_224.sail_in1k,224,86.078,89.873,76.6,43.284,56.827,97.38,56.383,96.91,https://huggingface.co/timm/volo_d5_224.sail_in1k
volo_d5_448.sail_in1k,448,86.978,90.587,77.92,44.096,68.0,97.75,58.693,97.24,https://huggingface.co/timm/volo_d5_448.sail_in1k
volo_d5_512.sail_in1k,512,87.066,90.627,78.15,44.57,69.453,97.79,58.773,97.3,https://huggingface.co/timm/volo_d5_512.sail_in1k
wide_resnet101_2.tv2_in1k,176,80.488,85.539,68.75,31.907,13.453,94.47,45.533,94.14,https://huggingface.co/timm/wide_resnet101_2.tv2_in1k
wide_resnet101_2.tv2_in1k,224,82.516,87.331,71.3,33.278,22.013,95.55,47.247,95.25,https://huggingface.co/timm/wide_resnet101_2.tv2_in1k
wide_resnet101_2.tv_in1k,224,78.848,84.559,66.57,28.142,7.32,93.76,40.51,93.77,https://huggingface.co/timm/wide_resnet101_2.tv_in1k
wide_resnet50_2.racm_in1k,224,81.488,86.696,70.72,32.488,16.133,95.08,44.157,94.66,https://huggingface.co/timm/wide_resnet50_2.racm_in1k
wide_resnet50_2.racm_in1k,288,82.266,87.454,71.31,31.521,22.96,95.66,43.46,95.13,https://huggingface.co/timm/wide_resnet50_2.racm_in1k
wide_resnet50_2.tv2_in1k,176,80.436,85.637,69.13,30.726,12.453,94.2,44.007,94.02,https://huggingface.co/timm/wide_resnet50_2.tv2_in1k
wide_resnet50_2.tv2_in1k,224,81.598,86.564,70.82,30.15,18.133,94.87,43.813,94.81,https://huggingface.co/timm/wide_resnet50_2.tv2_in1k
wide_resnet50_2.tv_in1k,224,78.48,84.408,66.38,25.33,5.88,93.21,38.667,93.47,https://huggingface.co/timm/wide_resnet50_2.tv_in1k
xception41.tf_in1k,299,78.524,84.8,67.31,27.896,11.707,93.42,39.663,93.48,https://huggingface.co/timm/xception41.tf_in1k
xception41p.ra3_in1k,299,81.98,87.074,70.19,31.563,24.24,95.56,42.07,95.08,https://huggingface.co/timm/xception41p.ra3_in1k
xception65.ra3_in1k,299,83.184,88.063,72.54,39.651,32.28,96.36,49.75,95.68,https://huggingface.co/timm/xception65.ra3_in1k
xception65.tf_in1k,299,79.554,85.315,68.8,28.886,15.88,93.77,40.303,93.8,https://huggingface.co/timm/xception65.tf_in1k
xception65p.ra3_in1k,299,83.164,88.195,72.59,36.572,28.307,96.21,46.89,95.67,https://huggingface.co/timm/xception65p.ra3_in1k
xception71.tf_in1k,299,79.908,85.712,69.35,29.069,16.893,94.33,41.327,93.92,https://huggingface.co/timm/xception71.tf_in1k
xcit_large_24_p16_224.fb_dist_in1k,224,84.936,89.053,74.56,40.979,37.307,96.82,54.297,96.31,https://huggingface.co/timm/xcit_large_24_p16_224.fb_dist_in1k
xcit_large_24_p16_224.fb_in1k,224,82.89,86.961,71.52,35.501,32.733,95.46,46.89,94.95,https://huggingface.co/timm/xcit_large_24_p16_224.fb_in1k
xcit_large_24_p16_384.fb_dist_in1k,384,85.776,89.675,75.83,41.042,52.827,97.54,54.87,96.93,https://huggingface.co/timm/xcit_large_24_p16_384.fb_dist_in1k
xcit_large_24_p8_224.fb_dist_in1k,224,85.402,89.517,76.05,42.561,47.907,97.05,55.997,96.63,https://huggingface.co/timm/xcit_large_24_p8_224.fb_dist_in1k
xcit_large_24_p8_224.fb_in1k,224,84.386,88.163,74.17,38.13,46.867,96.4,49.157,96.09,https://huggingface.co/timm/xcit_large_24_p8_224.fb_in1k
xcit_large_24_p8_384.fb_dist_in1k,384,86.026,89.897,76.75,42.864,59.88,97.53,56.373,96.79,https://huggingface.co/timm/xcit_large_24_p8_384.fb_dist_in1k
xcit_medium_24_p16_224.fb_dist_in1k,224,84.288,88.804,73.67,39.295,34.0,96.62,52.223,96.26,https://huggingface.co/timm/xcit_medium_24_p16_224.fb_dist_in1k
xcit_medium_24_p16_224.fb_in1k,224,82.632,86.942,70.94,34.235,30.027,95.52,45.59,95.14,https://huggingface.co/timm/xcit_medium_24_p16_224.fb_in1k
xcit_medium_24_p16_384.fb_dist_in1k,384,85.434,89.472,75.19,39.938,49.253,97.31,53.237,96.69,https://huggingface.co/timm/xcit_medium_24_p16_384.fb_dist_in1k
xcit_medium_24_p8_224.fb_dist_in1k,224,85.076,89.299,75.66,40.5,45.227,96.93,53.657,96.54,https://huggingface.co/timm/xcit_medium_24_p8_224.fb_dist_in1k
xcit_medium_24_p8_224.fb_in1k,224,83.742,87.625,73.14,35.442,43.093,96.12,46.423,95.89,https://huggingface.co/timm/xcit_medium_24_p8_224.fb_in1k
xcit_medium_24_p8_384.fb_dist_in1k,384,85.842,89.807,76.3,40.111,56.693,97.3,53.36,96.78,https://huggingface.co/timm/xcit_medium_24_p8_384.fb_dist_in1k
xcit_nano_12_p16_224.fb_dist_in1k,224,72.318,80.249,60.35,23.272,5.2,89.66,35.21,90.21,https://huggingface.co/timm/xcit_nano_12_p16_224.fb_dist_in1k
xcit_nano_12_p16_224.fb_in1k,224,69.982,77.906,58.41,21.449,4.8,88.6,33.037,88.9,https://huggingface.co/timm/xcit_nano_12_p16_224.fb_in1k
xcit_nano_12_p16_384.fb_dist_in1k,384,75.468,83.148,64.25,24.001,11.387,91.9,36.177,92.13,https://huggingface.co/timm/xcit_nano_12_p16_384.fb_dist_in1k
xcit_nano_12_p8_224.fb_dist_in1k,224,76.328,83.742,64.51,24.958,10.64,92.12,36.53,92.4,https://huggingface.co/timm/xcit_nano_12_p8_224.fb_dist_in1k
xcit_nano_12_p8_224.fb_in1k,224,73.9,81.675,62.38,22.504,10.213,90.96,33.623,91.19,https://huggingface.co/timm/xcit_nano_12_p8_224.fb_in1k
xcit_nano_12_p8_384.fb_dist_in1k,384,77.82,85.008,66.78,24.064,19.76,93.47,35.753,93.38,https://huggingface.co/timm/xcit_nano_12_p8_384.fb_dist_in1k
xcit_small_12_p16_224.fb_dist_in1k,224,83.354,88.283,72.54,36.949,27.0,96.02,49.41,95.77,https://huggingface.co/timm/xcit_small_12_p16_224.fb_dist_in1k
xcit_small_12_p16_224.fb_in1k,224,81.982,86.995,71.09,33.827,25.04,95.43,45.597,94.87,https://huggingface.co/timm/xcit_small_12_p16_224.fb_in1k
xcit_small_12_p16_384.fb_dist_in1k,384,84.736,89.246,74.38,37.607,43.227,96.95,50.44,96.38,https://huggingface.co/timm/xcit_small_12_p16_384.fb_dist_in1k
xcit_small_12_p8_224.fb_dist_in1k,224,84.25,89.022,73.91,38.454,38.147,96.75,50.463,95.96,https://huggingface.co/timm/xcit_small_12_p8_224.fb_dist_in1k
xcit_small_12_p8_224.fb_in1k,224,83.356,87.828,72.67,35.587,37.307,96.11,47.08,95.45,https://huggingface.co/timm/xcit_small_12_p8_224.fb_in1k
xcit_small_12_p8_384.fb_dist_in1k,384,85.072,89.519,75.04,38.669,50.627,97.23,51.147,96.48,https://huggingface.co/timm/xcit_small_12_p8_384.fb_dist_in1k
xcit_small_24_p16_224.fb_dist_in1k,224,83.878,88.539,73.13,37.721,30.6,96.22,50.743,95.8,https://huggingface.co/timm/xcit_small_24_p16_224.fb_dist_in1k
xcit_small_24_p16_224.fb_in1k,224,82.58,87.147,71.13,34.039,28.32,95.54,45.577,95.08,https://huggingface.co/timm/xcit_small_24_p16_224.fb_in1k
xcit_small_24_p16_384.fb_dist_in1k,384,85.102,89.312,74.65,38.505,46.773,97.13,51.87,96.38,https://huggingface.co/timm/xcit_small_24_p16_384.fb_dist_in1k
xcit_small_24_p8_224.fb_dist_in1k,224,84.876,89.224,74.98,39.323,41.533,96.89,52.163,96.55,https://huggingface.co/timm/xcit_small_24_p8_224.fb_dist_in1k
xcit_small_24_p8_224.fb_in1k,224,83.854,87.984,73.14,35.517,41.653,96.43,47.357,95.96,https://huggingface.co/timm/xcit_small_24_p8_224.fb_in1k
xcit_small_24_p8_384.fb_dist_in1k,384,85.582,89.754,75.81,39.028,54.387,97.28,52.313,96.82,https://huggingface.co/timm/xcit_small_24_p8_384.fb_dist_in1k
xcit_tiny_12_p16_224.fb_dist_in1k,224,78.578,85.215,66.97,30.01,11.747,93.4,41.843,93.34,https://huggingface.co/timm/xcit_tiny_12_p16_224.fb_dist_in1k
xcit_tiny_12_p16_224.fb_in1k,224,77.142,84.107,65.63,28.507,10.947,92.58,39.483,92.54,https://huggingface.co/timm/xcit_tiny_12_p16_224.fb_in1k
xcit_tiny_12_p16_384.fb_dist_in1k,384,80.952,87.207,69.49,30.39,24.12,95.16,42.573,94.55,https://huggingface.co/timm/xcit_tiny_12_p16_384.fb_dist_in1k
xcit_tiny_12_p8_224.fb_dist_in1k,224,81.212,87.222,70.96,31.946,22.08,95.09,43.553,94.72,https://huggingface.co/timm/xcit_tiny_12_p8_224.fb_dist_in1k
xcit_tiny_12_p8_224.fb_in1k,224,79.712,86.16,68.6,28.916,20.827,94.68,40.527,94.35,https://huggingface.co/timm/xcit_tiny_12_p8_224.fb_in1k
xcit_tiny_12_p8_384.fb_dist_in1k,384,82.392,88.101,71.79,31.201,34.347,96.05,43.227,95.45,https://huggingface.co/timm/xcit_tiny_12_p8_384.fb_dist_in1k
xcit_tiny_24_p16_224.fb_dist_in1k,224,80.466,86.545,69.74,33.011,17.093,94.53,44.697,94.25,https://huggingface.co/timm/xcit_tiny_24_p16_224.fb_dist_in1k
xcit_tiny_24_p16_224.fb_in1k,224,79.458,85.744,68.4,30.716,16.053,94.08,42.283,93.85,https://huggingface.co/timm/xcit_tiny_24_p16_224.fb_in1k
xcit_tiny_24_p16_384.fb_dist_in1k,384,82.58,88.195,72.08,33.546,33.573,95.99,45.7,95.47,https://huggingface.co/timm/xcit_tiny_24_p16_384.fb_dist_in1k
xcit_tiny_24_p8_224.fb_dist_in1k,224,82.58,88.054,72.41,35.241,28.52,95.8,46.28,95.48,https://huggingface.co/timm/xcit_tiny_24_p8_224.fb_dist_in1k
xcit_tiny_24_p8_224.fb_in1k,224,81.89,87.382,71.31,32.239,28.653,95.68,43.233,94.88,https://huggingface.co/timm/xcit_tiny_24_p8_224.fb_in1k
